"","ENST","ENSG","Symbol","Entrez"
"14391","ENST00000452222","ENSG00000230641","USP12-DT",NA
"14392","ENST00000454191","ENSG00000225312","HSD17B8",7923
"14394","ENST00000464194","ENSG00000027001","MIPEP",4285
"14399","ENST00000630845","ENSG00000281256","",NA
"14400","ENST00000630633","ENSG00000281024","SURF2",6835
"14403","ENST00000456607","ENSG00000236196","NFKBIL1",4795
"14408","ENST00000648720","ENSG00000281813","KAT6B",23522
"14449","ENST00000456737","ENSG00000232685","LINC00442",348021
"14453","ENST00000442352","ENSG00000227879","PSPC1P1",NA
"14454","ENST00000422082","ENSG00000231358","",NA
"14455","ENST00000436571","ENSG00000242756","RHOT1P3",NA
"14456","ENST00000255324","ENSG00000132972","RNF17",56163
"14461","ENST00000629119","ENSG00000280951","SURF4",6836
"14470","ENST00000430148","ENSG00000224487","OR12D3",81797
"14472","ENST00000437770","ENSG00000232816","HLA-K",NA
"14473","ENST00000429290","ENSG00000230072","SFTA2",389376
"14475","ENST00000414415","ENSG00000233481","OR12D2",NA
"14476","ENST00000366281","ENSG00000203463","SLC44A4",80736
"14477","ENST00000421942","ENSG00000229099","",NA
"14478","ENST00000438928","ENSG00000231225","MICA",100507436
"14486","ENST00000456968","ENSG00000233149","GTF2H4",NA
"14492","ENST00000448478","ENSG00000232414","CYP21A2",1589
"14502","ENST00000482187","ENSG00000243492","HLA-L",3139
"14504","ENST00000445549","ENSG00000229045","DDX6P1",NA
"14505","ENST00000425378","ENSG00000230907","FKBPL",63943
"14506","ENST00000446630","ENSG00000243252","",NA
"14507","ENST00000430366","ENSG00000226603","LY6G6D",58530
"14515","ENST00000383226","ENSG00000206292","HLA-DOA",3111
"14521","ENST00000474364","ENSG00000234508","GPSM3",63940
"14526","ENST00000443184","ENSG00000257473","HLA-DQA2",3117
"14530","ENST00000417770","ENSG00000232516","ETF1P1",NA
"14531","ENST00000469751","ENSG00000206320","AGER",177
"14546","ENST00000414485","ENSG00000233545","CYCSP33",NA
"14547","ENST00000445572","ENSG00000205822","TPTE2P6",NA
"14550","ENST00000438194","ENSG00000234507","BRD2",6046
"14563","ENST00000648233","ENSG00000285840","",NA
"14564","ENST00000599825","ENSG00000269099","LSP1P1",NA
"14565","ENST00000438040","ENSG00000238101","FAM8A5P",NA
"14566","ENST00000424900","ENSG00000236898","HLA-DPA2",NA
"14567","ENST00000623176","ENSG00000279550","",NA
"14568","ENST00000668417","ENSG00000288103","",NA
"14569","ENST00000443465","ENSG00000215604","ZNF962P",NA
"14570","ENST00000447172","ENSG00000228797","FAM207BP",NA
"14571","ENST00000380842","ENSG00000132963","POMP",51371
"14573","ENST00000472707","ENSG00000234046","TRIM26",7726
"14582","ENST00000440720","ENSG00000228197","DDX6P1",NA
"14583","ENST00000637583","ENSG00000283579","",NA
"14584","ENST00000583103","ENSG00000266027","MSH5-SAPCD1",NA
"14588","ENST00000453470","ENSG00000224329","LINC00297",100874059
"14589","ENST00000380615","ENSG00000102781","KATNAL1",84056
"14594","ENST00000627962","ENSG00000281245","STKLD1",169436
"14599","ENST00000435264","ENSG00000242138","",NA
"14600","ENST00000415079","ENSG00000223494","VARS2",57176
"14612","ENST00000433788","ENSG00000238185","",NA
"14613","ENST00000431005","ENSG00000225404","RPL26P34",NA
"14614","ENST00000413591","ENSG00000224511","LINC00365",100874146
"14617","ENST00000619632","ENSG00000278496","",NA
"14618","ENST00000605218","ENSG00000271429","RPL17P51",NA
"14619","ENST00000636000","ENSG00000283302","C13orf46",100507747
"14621","ENST00000420325","ENSG00000228036","HSPD1P9",NA
"14622","ENST00000623672","ENSG00000280208","GGT4P",NA
"14623","ENST00000628678","ENSG00000280706","REXO4",57109
"14629","ENST00000449656","ENSG00000240868","C1QTNF9-AS1",NA
"14630","ENST00000630618","ENSG00000280477","RASA3",22821
"14632","ENST00000638137","ENSG00000236444","UBE2L5",171222
"14635","ENST00000447285","ENSG00000236561","MOG",4340
"14649","ENST00000662637","ENSG00000287887","",NA
"14650","ENST00000630422","ENSG00000133101","CCNA1",8900
"14654","ENST00000452819","ENSG00000232565","C4A-AS1",NA
"14655","ENST00000421519","ENSG00000231968","UBD",10537
"14656","ENST00000429688","ENSG00000224705","HCG18",414777
"14664","ENST00000625345","ENSG00000280531","RASA3-IT1",NA
"14665","ENST00000563843","ENSG00000261485","PAN3-AS1",NA
"14666","ENST00000442716","ENSG00000234535","",NA
"14667","ENST00000465952","ENSG00000132952","USPL1",10208
"14670","ENST00000628339","ENSG00000281244","ADAMTS13",11093
"14679","ENST00000416097","ENSG00000229253","ZBTB22",9278
"14681","ENST00000437721","ENSG00000232117","LINC00384",NA
"14683","ENST00000332715","ENSG00000183463","URAD",646625
"14684","ENST00000415247","ENSG00000224103","HLA-DPA1",3113
"14692","ENST00000457365","ENSG00000232102","MTCO3P2",NA
"14693","ENST00000341423","ENSG00000189403","HMGB1",3146
"14701","ENST00000444019","ENSG00000235536","",NA
"14702","ENST00000458131","ENSG00000226713","MICD",NA
"14703","ENST00000428577","ENSG00000230985","VARS2",57176
"14715","ENST00000383126","ENSG00000231679","HLA-DRB3",3125
"14716","ENST00000415996","ENSG00000229295","HLA-DPB1",3115
"14725","ENST00000432333","ENSG00000226408","",NA
"14726","ENST00000478195","ENSG00000228736","RGL2",5863
"14738","ENST00000628131","ENSG00000236581","STARD13-AS",NA
"14787","ENST00000435665","ENSG00000227956","HCG4B",NA
"14788","ENST00000456152","ENSG00000233151","CYP21A2",1589
"14798","ENST00000379881","ENSG00000120669","SOHLH2",54937
"14800","ENST00000443167","ENSG00000235876","FEM1AP4",NA
"14801","ENST00000636651","ENSG00000288542","",NA
"14802","ENST00000419457","ENSG00000233588","CYP51A1P2",NA
"14803","ENST00000450264","ENSG00000224405","LINC00572",100861573
"14804","ENST00000592950","ENSG00000224743","TEX26-AS1",100507064
"14822","ENST00000436628","ENSG00000232575","TUBB",203068
"14826","ENST00000433802","ENSG00000229375","USP24P1",NA
"14827","ENST00000611650","ENSG00000133114","GPALPP1",55425
"14834","ENST00000453637","ENSG00000232011","HLA-W",NA
"14835","ENST00000444715","ENSG00000230004","HCG14",414760
"14836","ENST00000441555","ENSG00000237900","ZBTB12",221527
"14837","ENST00000415592","ENSG00000239940","",NA
"14838","ENST00000449861","ENSG00000233561","DHX16",8449
"14842","ENST00000433800","ENSG00000226826","HLA-DPB1",3115
"14851","ENST00000457173","ENSG00000230509","HLA-N",NA
"14852","ENST00000415153","ENSG00000236492","DDR1-DT",NA
"14853","ENST00000416225","ENSG00000231157","SUCLA2P1",NA
"14854","ENST00000493620","ENSG00000206379","FLOT1",10211
"14866","ENST00000426098","ENSG00000233035","HCG15",NA
"14867","ENST00000610528","ENSG00000274351","",NA
"14868","ENST00000494970","ENSG00000228090","MPIG6B",80739
"14876","ENST00000382141","ENSG00000273167","",NA
"14877","ENST00000612362","ENSG00000278337","",NA
"14878","ENST00000414562","ENSG00000235097","LINC00330",NA
"14879","ENST00000320027","ENSG00000120694","HSPH1",10808
"14888","ENST00000629267","ENSG00000280774","LEUTX",342900
"14890","ENST00000626815","ENSG00000281677","",NA
"14891","ENST00000631090","ENSG00000281320","DYRK1B",9149
"14899","ENST00000424935","ENSG00000233744","HLA-DQB1-AS1",NA
"14900","ENST00000413046","ENSG00000224044","UBDP1",NA
"14901","ENST00000418706","ENSG00000236910","ZNF70P1",NA
"14902","ENST00000424897","ENSG00000230705","TAP1",6890
"14905","ENST00000413215","ENSG00000227647","HCG9",10255
"14906","ENST00000400139","ENSG00000206408","GPANK1",7918
"14916","ENST00000434495","ENSG00000236422","",NA
"14917","ENST00000418810","ENSG00000236488","PPP1R2P1",NA
"14919","ENST00000416387","ENSG00000225412","BTNL2",56244
"14925","ENST00000430039","ENSG00000226575","MYL12BP3",NA
"14926","ENST00000425269","ENSG00000229995","MICG",NA
"14927","ENST00000433558","ENSG00000223844","",NA
"14928","ENST00000452630","ENSG00000227144","VWA7",80737
"14933","ENST00000444530","ENSG00000226365","UBDP1",NA
"14934","ENST00000447707","ENSG00000224508","MDC1-AS1",NA
"14935","ENST00000457089","ENSG00000258543","",NA
"14939","ENST00000428633","ENSG00000224507","TSBP1-AS1",414764
"14940","ENST00000440062","ENSG00000235116","",NA
"14941","ENST00000437209","ENSG00000229499","MICG",NA
"14942","ENST00000431537","ENSG00000232005","PBX2",5089
"14947","ENST00000446696","ENSG00000231000","RPS17P1",NA
"14948","ENST00000418962","ENSG00000237865","SUCLA2P1",NA
"14949","ENST00000444632","ENSG00000230143","FLOT1",10211
"14961","ENST00000467760","ENSG00000254778","",NA
"14965","ENST00000453494","ENSG00000226563","HCG4B",NA
"14966","ENST00000479498","ENSG00000236697","GPSM3",63940
"14971","ENST00000423338","ENSG00000223752","ATAT1",79969
"14983","ENST00000414536","ENSG00000206380","SNHG32",50854
"14993","ENST00000423107","ENSG00000234514","LST1",7940
"15016","ENST00000428065","ENSG00000229210","SUMO2P1",NA
"15017","ENST00000419605","ENSG00000232945","OR2J2",NA
"15018","ENST00000450464","ENSG00000227448","",NA
"15019","ENST00000438377","ENSG00000236374","USP8P1",NA
"15020","ENST00000425509","ENSG00000227025","",NA
"15021","ENST00000425823","ENSG00000235528","HLA-DPA2",NA
"15022","ENST00000481076","ENSG00000226916","WDR46",9277
"15032","ENST00000626636","ENSG00000281403","MIR6719",102465974
"15033","ENST00000425729","ENSG00000223699","COL11A2",1302
"15039","ENST00000630954","ENSG00000280548","FBL",2091
"15050","ENST00000627083","ENSG00000280479","CACFD1",11094
"15057","ENST00000444479","ENSG00000236925","LTB",4050
"15060","ENST00000383540","ENSG00000206476","VARS2",57176
"15072","ENST00000626271","ENSG00000281165","SLC2A6",11182
"15077","ENST00000628705","ENSG00000281123","FCGBP",8857
"15079","ENST00000497732","ENSG00000226257","STK19",8859
"15092","ENST00000625624","ENSG00000280932","PRR13P5",NA
"15093","ENST00000434664","ENSG00000229194","HLA-V",352962
"15099","ENST00000456044","ENSG00000218198","RPS20P32",NA
"15100","ENST00000453169","ENSG00000233259","FABP3P2",NA
"15101","ENST00000629691","ENSG00000281221","PSMC4",5704
"15107","ENST00000437517","ENSG00000223833","NCR3",259197
"15114","ENST00000610335","ENSG00000275294","LINC02340",NA
"15116","ENST00000587588","ENSG00000179141","MTUS2-AS1",NA
"15119","ENST00000379161","ENSG00000083635","NUFIP1",NA
"15120","ENST00000458260","ENSG00000228765","ETF1P1",NA
"15121","ENST00000261667","ENSG00000102753","KPNA3",3839
"15123","ENST00000447703","ENSG00000231618","PPT2",9374
"15140","ENST00000429342","ENSG00000232146","",NA
"15141","ENST00000451789","ENSG00000227772","MICB",4277
"15144","ENST00000627810","ENSG00000281526","ZNF546",339327
"15154","ENST00000447348","ENSG00000232802","COL11A2P1",NA
"15155","ENST00000457879","ENSG00000235657","HLA-A",3105
"15165","ENST00000470539","ENSG00000235396","NOTCH4",4855
"15170","ENST00000615276","ENSG00000276958","",NA
"15171","ENST00000621360","ENSG00000278477","",NA
"15172","ENST00000412207","ENSG00000230793","SMARCE1P5",NA
"15173","ENST00000415283","ENSG00000230403","LINC01066",NA
"15174","ENST00000643035","ENSG00000165475","CRYL1",51084
"15186","ENST00000430485","ENSG00000233931","TRIM40",135644
"15190","ENST00000449826","ENSG00000229408","OR2H1",26716
"15197","ENST00000414407","ENSG00000237879","LINC00398",100874158
"15198","ENST00000477208","ENSG00000243215","HLA-DMA",3108
"15208","ENST00000440167","ENSG00000229147","SMPD4P2",NA
"15209","ENST00000566385","ENSG00000260388","LINC00562",NA
"15210","ENST00000615483","ENSG00000277020","",NA
"15212","ENST00000366432","ENSG00000203623","C6orf47",57827
"15213","ENST00000413365","ENSG00000223782","RPS21P8",NA
"15214","ENST00000629230","ENSG00000281233","",NA
"15215","ENST00000649394","ENSG00000285806","",NA
"15216","ENST00000383336","ENSG00000206353","SKIV2L",6499
"15231","ENST00000393978","ENSG00000213411","RBM22P2",NA
"15232","ENST00000381026","ENSG00000180389","ATP5F1EP2",NA
"15233","ENST00000625684","ENSG00000281601","ZNF780B",163131
"15240","ENST00000424095","ENSG00000223747","C4B-AS1",102060414
"15241","ENST00000381020","ENSG00000165556","CDX2",1045
"15243","ENST00000492573","ENSG00000224608","HLA-B",3106
"15253","ENST00000503791","ENSG00000152520","PAN3",255967
"15257","ENST00000454657","ENSG00000227626","OR2AD1P",NA
"15258","ENST00000444974","ENSG00000226710","SNHG32",50854
"15268","ENST00000439469","ENSG00000231670","",NA
"15269","ENST00000414934","ENSG00000236515","ZBTB9",NA
"15270","ENST00000436737","ENSG00000232523","LINC02569",NA
"15271","ENST00000625455","ENSG00000281009","",NA
"15272","ENST00000486265","ENSG00000238114","LTB",4050
"15275","ENST00000629480","ENSG00000280568","ZNF780A",284323
"15286","ENST00000629818","ENSG00000281770","",NA
"15287","ENST00000628094","ENSG00000281086","",NA
"15288","ENST00000625469","ENSG00000281660","DUSP29",338599
"15289","ENST00000455241","ENSG00000230710","LINC00332",NA
"15291","ENST00000619666","ENSG00000275202","",NA
"15292","ENST00000433320","ENSG00000225592","OR2H4P",NA
"15293","ENST00000440776","ENSG00000230545","HLA-F-AS1",285830
"15296","ENST00000650087","ENSG00000285951","",NA
"15297","ENST00000355854","ENSG00000102547","CAB39L",81617
"15309","ENST00000434515","ENSG00000235302","LY6G6D",58530
"15315","ENST00000422512","ENSG00000223860","MCCD1P1",NA
"15316","ENST00000430229","ENSG00000226227","",NA
"15317","ENST00000441636","ENSG00000232705","HLA-DRB9",NA
"15318","ENST00000433552","ENSG00000224952","PBX2",5089
"15323","ENST00000427659","ENSG00000226931","OR2J1",442185
"15324","ENST00000548730","ENSG00000257232","MUCL3",135656
"15325","ENST00000627413","ENSG00000281449","BCL2L14",79370
"15339","ENST00000454306","ENSG00000225748","PRRC2A",7916
"15353","ENST00000444989","ENSG00000243245","",NA
"15354","ENST00000432462","ENSG00000232421","TUBB",203068
"15358","ENST00000456843","ENSG00000234970","MCCD1P2",NA
"15359","ENST00000443869","ENSG00000228102","IFITM4P",NA
"15360","ENST00000425475","ENSG00000206329","PPT2",9374
"15373","ENST00000426996","ENSG00000227472","TRIM10",10107
"15375","ENST00000404514","ENSG00000233323","TNXB",7148
"15383","ENST00000630881","ENSG00000280797","",NA
"15384","ENST00000458172","ENSG00000176268","CYCSP34",NA
"15385","ENST00000625145","ENSG00000280357","",NA
"15386","ENST00000667510","ENSG00000286779","",NA
"15387","ENST00000423358","ENSG00000229473","RGS17P1",NA
"15388","ENST00000604283","ENSG00000270809","CHCHD2P11",NA
"15389","ENST00000617568","ENSG00000274317","LINC02334",NA
"15395","ENST00000435978","ENSG00000231631","PSMB8",5696
"15400","ENST00000429221","ENSG00000236019","DDX39B-AS1",NA
"15402","ENST00000428659","ENSG00000232786","TIMM9P3",NA
"15403","ENST00000411574","ENSG00000229680","OR2H2",NA
"15404","ENST00000660406","ENSG00000287274","",NA
"15405","ENST00000625078","ENSG00000279124","",NA
"15406","ENST00000474537","ENSG00000231759","CYP21A1P",NA
"15408","ENST00000440160","ENSG00000225179","LINC00457",100874179
"15412","ENST00000440821","ENSG00000229293","HLA-T",NA
"15413","ENST00000451754","ENSG00000223724","RAD17P2",NA
"15414","ENST00000450562","ENSG00000231450","PSORS1C3",NA
"15415","ENST00000415082","ENSG00000235285","SMIM2-IT1",100874377
"15416","ENST00000450181","ENSG00000215049","PRDX2P1",NA
"15417","ENST00000427005","ENSG00000225543","C6orf15",29113
"15418","ENST00000478827","ENSG00000102743","SLC25A15",10166
"15422","ENST00000432632","ENSG00000223919","LTA",4049
"15426","ENST00000629871","ENSG00000281442","PTMAP9",NA
"15427","ENST00000637028","ENSG00000283344","MIR1244-4",NA
"15428","ENST00000628182","ENSG00000281324","LRP6",4040
"15435","ENST00000435044","ENSG00000232643","LINC00385",NA
"15436","ENST00000457591","ENSG00000226695","ANKRD20A10P",NA
"15437","ENST00000422609","ENSG00000231914","LINC00387",NA
"15438","ENST00000474320","ENSG00000120675","DNAJC15",29103
"15440","ENST00000457092","ENSG00000230467","RNF39",80352
"15442","ENST00000477809","ENSG00000226404","LY6G5C",NA
"15450","ENST00000413314","ENSG00000236895","GTF2H4",NA
"15456","ENST00000444744","ENSG00000234772","LINC00412",NA
"15458","ENST00000456087","ENSG00000230300","STARD13-IT1",NA
"15459","ENST00000405846","ENSG00000132975","GPR12",2835
"15461","ENST00000455823","ENSG00000225432","LINC02829",105375009
"15462","ENST00000456485","ENSG00000230414","HLA-DQB1-AS1",NA
"15463","ENST00000304890","ENSG00000168379","HLA-DPB2",NA
"15465","ENST00000453498","ENSG00000243008","",NA
"15466","ENST00000442152","ENSG00000232180","SLC44A4",80736
"15475","ENST00000435725","ENSG00000225105","LINC01076",NA
"15476","ENST00000434779","ENSG00000236758","MTUS2-AS2",NA
"15479","ENST00000452195","ENSG00000231975","MCCD1",NA
"15480","ENST00000340473","ENSG00000188342","GTF2F2",2963
"15483","ENST00000447229","ENSG00000233989","UBDP1",NA
"15484","ENST00000449113","ENSG00000227804","PPP1R10",5514
"15491","ENST00000627008","ENSG00000281211","CTBP2P1",NA
"15492","ENST00000605764","ENSG00000271652","",NA
"15493","ENST00000383547","ENSG00000206468","UBD",10537
"15494","ENST00000605909","ENSG00000271850","LINC02343",NA
"15496","ENST00000642574","ENSG00000285323","",NA
"15497","ENST00000422362","ENSG00000236339","POM121L13P",NA
"15498","ENST00000623378","ENSG00000279025","",NA
"15499","ENST00000621811","ENSG00000274316","ZNF646P1",NA
"15500","ENST00000666524","ENSG00000287460","",NA
"15502","ENST00000448628","ENSG00000229363","NELFE",7936
"15514","ENST00000603596","ENSG00000271190","RPP40P2",NA
"15515","ENST00000423442","ENSG00000234787","LINC00458",100507428
"15522","ENST00000377951","ENSG00000150276","PPIAP26",NA
"15523","ENST00000430917","ENSG00000231910","GAMTP2",NA
"15524","ENST00000671038","ENSG00000132970","WASF3",10810
"15528","ENST00000412677","ENSG00000236619","HCG9P5",NA
"15529","ENST00000443511","ENSG00000244444","EGFL8",NA
"15535","ENST00000424103","ENSG00000238053","ZDHHC20P1",NA
"15536","ENST00000457050","ENSG00000225429","HLA-DPB2",NA
"15537","ENST00000377138","ENSG00000229412","OR10C1",NA
"15539","ENST00000515427","ENSG00000248352","TNXA",NA
"15540","ENST00000416257","ENSG00000232343","",102725019
"15543","ENST00000375295","ENSG00000244207","C4A",720
"15571","ENST00000420935","ENSG00000225696","ZNF70P1",NA
"15572","ENST00000631171","ENSG00000280475","",NA
"15573","ENST00000428608","ENSG00000236014","VPS52",6293
"15584","ENST00000441430","ENSG00000229437","LINC00366",NA
"15588","ENST00000384056","ENSG00000206783","RNU6-545P",NA
"15589","ENST00000627522","ENSG00000281874","",NA
"15590","ENST00000384746","ENSG00000207477","RNU6-318P",NA
"15591","ENST00000452207","ENSG00000232986","",NA
"15592","ENST00000629245","ENSG00000281818","MANSC1",54682
"15596","ENST00000425466","ENSG00000234031","RPS3AP44",NA
"15597","ENST00000426509","ENSG00000237585","LINC00407",NA
"15598","ENST00000428785","ENSG00000237636","ANKRD26P3",100101938
